customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3023-F639,Female,1,Yes,Yes,49,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,66.83,3280.02,No
6022-S941,Male,0,No,No,34,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,One year,No,Electronic check,103.73,3533.64,No
9021-D641,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103.65,720.8,No
6716-W685,Female,0,Yes,No,18,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,36.0,644.38,No
5620-R377,Female,1,No,Yes,70,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),35.69,2500.99,No
2623-B274,Male,0,Yes,Yes,34,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,98.17,3331.59,No
6210-Y498,Male,1,Yes,Yes,51,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,97.21,4952.63,No
3960-L925,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),40.88,2762.24,No
9711-R708,Female,0,Yes,Yes,14,No,No phone service,No,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),102.82,1429.39,No
7597-P706,Male,0,Yes,Yes,69,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,No,Electronic check,66.5,4595.94,No
3090-I109,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),65.48,533.91,No
9414-W259,Female,0,No,No,15,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,117.31,1759.26,No
3070-E487,Female,0,Yes,Yes,59,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,70.43,4163.28,No
5380-B842,Male,1,No,No,11,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,32.02,329.91,No
7064-W896,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,46.41,932.48,No
5081-V723,Male,1,Yes,No,55,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,51.79,2833.86,No
7852-W568,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.58,4116.48,No
3999-O462,Female,1,Yes,Yes,14,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),44.79,633.55,No
8678-Q393,Male,0,Yes,Yes,58,No,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,61.51,3575.77,No
5519-N633,Male,1,No,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.59,3537.37,No
4748-J750,Male,1,No,No,1,No,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Two year,No,Electronic check,45.8,29.13,No
2424-J516,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,88.77,5763.34,No
6123-C749,Male,0,No,Yes,1,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.11,21.19,No
2302-C847,Male,0,No,Yes,60,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,42.62,2553.06,No
4932-C269,Female,0,Yes,No,25,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,117.38,2943.17,No
1940-C861,Female,1,No,No,10,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),55.33,537.78,No
5683-R604,Female,0,No,No,50,No,No,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,91.58,4599.13,No
1175-N793,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,102.68,1229.55,No
9334-X239,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,53.11,1703.24,No
8858-P627,Female,1,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,54.15,1776.67,No
9722-W227,Male,1,No,No,72,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,One year,No,Credit card (automatic),95.95,6918.81,No
7643-A731,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.25,2062.84,No
4115-X107,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,One year,No,Electronic check,54.61,2296.17,No
7962-W647,Male,0,No,Yes,50,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,93.58,4682.87,No
6653-H856,Female,0,Yes,Yes,61,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,105.05,6395.12,No
9652-V723,Female,0,No,No,41,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),41.87,1720.78,No
1693-T559,Female,0,Yes,Yes,57,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,20.7,1186.94,No
3761-V882,Female,0,No,No,2,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.8,76.29,No
9577-H279,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.04,6020.11,No
2230-L959,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),110.23,3414.05,No
3184-Q461,Male,0,No,No,23,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),104.99,2415.19,No
1834-N607,Male,0,No,No,54,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,40.58,2198.54,No
7211-F482,Female,0,No,No,28,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,106.79,2998.3,No
2855-K795,Male,0,No,Yes,19,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,99.73,1893.87,No
5092-R971,Female,0,Yes,Yes,48,No,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),92.06,4428.44,No
2931-J406,Male,0,Yes,No,2,Yes,No phone service,No,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,87.42,161.07,No
8915-J371,Male,0,Yes,Yes,11,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,99.36,1095.57,No
4490-A855,Male,1,No,No,44,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,104.85,4593.26,No
7449-G412,Female,0,Yes,Yes,59,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),100.57,5928.65,No
9446-B574,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,30.5,1804.32,No
8999-B464,Female,0,No,No,38,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),90.83,3458.68,No
1096-T571,Male,0,No,No,25,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),102.8,2572.94,No
6382-J462,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),36.91,790.85,No
2755-A458,Male,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),39.74,1670.17,No
4050-M463,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.24,3483.6,No
1145-D541,Male,0,Yes,Yes,9,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),52.81,452.55,No
9061-G186,Female,0,No,Yes,12,Yes,No phone service,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.42,691.12,No
9668-Q257,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.15,551.52,No
7729-D599,Male,0,Yes,No,59,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.64,2339.14,No
1113-E887,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),112.6,557.49,No
5098-H581,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),99.24,3265.4,No
7477-L406,Male,1,No,No,69,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.43,2990.84,No
6971-N286,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.91,1817.95,No
9788-Z375,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,55.7,1606.94,No
2780-O772,Female,1,Yes,No,18,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),59.99,1080.21,No
8198-F243,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),18.96,123.23,No
6795-X544,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,107.41,5686.24,No
1095-L991,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),103.8,3322.43,No
4251-D294,Male,1,Yes,No,42,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,103.69,4375.68,No
5667-B236,Female,1,No,No,47,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,99.23,4666.26,No
7464-N861,Male,0,No,Yes,31,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),91.93,2860.73,No
6426-B264,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),82.02,5080.51,No
4260-P781,Male,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,114.76,6438.25,No
5354-D531,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),89.78,979.54,No
9012-R607,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),81.59,2127.36,No
3087-K869,Male,0,No,No,27,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),97.53,2644.08,No
7551-Q843,Female,0,No,Yes,57,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,43.0,2466.42,No
7370-E212,Female,0,No,No,27,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),115.45,3118.41,No
2767-Z121,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,20.18,1187.92,No
3066-E452,Male,0,Yes,Yes,62,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),83.41,5157.59,No
9192-A885,Male,0,Yes,No,20,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),26.0,519.26,No
4874-B794,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.01,320.07,No
6605-N711,Female,0,No,No,16,No,No,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.5,1854.98,No
1131-N591,Male,0,No,Yes,44,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),59.32,2609.89,No
5742-J597,Male,0,No,Yes,30,No,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,One year,Yes,Mailed check,104.4,3135.71,No
2353-Y539,Female,0,No,No,40,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),51.99,2096.31,No
5059-T256,Female,1,No,Yes,65,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),34.27,2234.36,No
9376-F355,Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,46.05,1333.11,No
5606-Y217,Female,0,Yes,Yes,30,No,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.59,1457.67,No
5317-W353,Female,0,Yes,No,32,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,81.63,2618.92,No
8031-G585,Male,0,Yes,No,10,Yes,Yes,No,No,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,98.26,988.54,No
2688-W847,Female,1,Yes,Yes,51,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.87,2004.94,No
9230-T285,Male,0,No,Yes,8,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,27.11,233.39,No
4091-S744,Male,0,No,No,51,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,40.53,2056.78,No
3436-H223,Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),48.05,1723.3,No
3167-M139,Female,0,No,No,55,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),46.37,2563.13,No
5486-G249,Female,1,No,Yes,35,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.36,1404.83,No
7984-A731,Male,0,Yes,No,36,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.08,2344.57,Yes
4270-C985,Female,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,104.28,5855.92,No
1834-M517,Female,0,Yes,No,36,No,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),28.34,1023.36,No
9601-J816,Female,0,No,Yes,61,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),104.88,6407.51,No
4791-H444,Female,0,No,No,62,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),68.2,4230.61,No
7980-P162,Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),84.63,2115.04,No
9353-N759,Male,0,No,No,64,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.19,6393.75,No
1846-J212,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.83,2932.37,No
5411-L387,Male,0,No,Yes,57,Yes,No,No,Yes,No internet service,No,Yes,No,No,One year,Yes,Mailed check,114.15,6501.25,No
6751-W528,Female,0,Yes,No,70,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26.67,1880.33,No
5046-K148,Female,0,No,No,52,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,71.28,3681.31,No
3977-B100,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),43.86,2451.09,No
1854-V862,Male,0,No,No,63,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),59.25,3746.64,No
6269-G392,Female,0,No,Yes,68,No,No,DSL,No internet service,No,Yes,No internet service,No,No,One year,No,Mailed check,63.36,4328.04,No
8734-I721,Female,0,Yes,Yes,20,Yes,No phone service,DSL,No,No,No,Yes,Yes,No internet service,One year,No,Mailed check,110.16,2214.73,No
2650-N289,Female,1,Yes,No,54,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),62.63,3388.71,No
5133-P472,Male,0,No,Yes,1,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,88.39,71.15,No
6476-J214,Female,1,Yes,Yes,10,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.9,1128.41,No
2587-V113,Male,0,No,Yes,23,Yes,Yes,No,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,67.95,1572.14,No
3134-K469,Female,0,No,Yes,51,No,No,No,Yes,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),59.29,3010.89,No
6920-X897,Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,116.03,2782.37,No
9664-T480,Male,0,No,No,13,Yes,No phone service,No,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,101.43,1315.48,No
4903-U382,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),112.7,3272.49,No
4441-S493,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,58.17,3380.56,No
